index,original,transformed,tokens
10446,Sonora S Plan Sa De Cv,sonora plan sa de cv,"['sonora', 'plan', 'sa', 'de', 'cv']"
4426,M.K Sons (Privarte) Ltd.,sons,['sons']
24414,Sons Advertising Specialties,sons advertising specialties,"['sons', 'advertising', 'specialties']"
32504,Soof Satin Spinning And Weaving Co.,soof satin spinning and weaving,"['soof', 'satin', 'spinning', 'and', 'weaving']"
29150,Soortmeh Tarabar Khorasan International,soortmeh tarabar khorasan international,"['soortmeh', 'tarabar', 'khorasan', 'international']"
3431,Soorty Enterprises (Private) Ltd.,soorty enterprises,"['soorty', 'enterprises']"
645,Soprema S.A.,soprema,['soprema']
974,SOPREMA ALPIARCA,soprema alpiarca,"['soprema', 'alpiarca']"
3362,SOPREMA BLONIE,soprema blonie,"['soprema', 'blonie']"
474,Soprema Canada,soprema canada,"['soprema', 'canada']"
6400,SOPREMA CASTELLBISBAL,soprema castellbisbal,"['soprema', 'castellbisbal']"
406097,Soprema Chilliwack,soprema chilliwack,"['soprema', 'chilliwack']"
1935,SOPREMA DRUMMONDVILLE,soprema drummondville,"['soprema', 'drummondville']"
14021,SOPREMA GmbH,soprema gmbh,"['soprema', 'gmbh']"
1449,SOPREMA GROBBENDONK,soprema grobbendonk,"['soprema', 'grobbendonk']"
1853,Soprema Iberia S.L.,soprema iberia,"['soprema', 'iberia']"
10430,Soprema NV,soprema nv,"['soprema', 'nv']"
5354,SOPREMA OBERROSSBACH,soprema oberrossbach,"['soprema', 'oberrossbach']"
4644,SOPREMA Polska Sp. z o.o.,soprema polska,"['soprema', 'polska']"
1575,Soprema Polska Sp Z O O,soprema polska sp,"['soprema', 'polska', 'sp']"
308,SOPREMA SALGAREDA,soprema salgareda,"['soprema', 'salgareda']"
8004,Soprema sas,soprema sas,"['soprema', 'sas']"
9846,soprema Soprema sas,soprema soprema sas,"['soprema', 'soprema', 'sas']"
189,SOPREMA SOURGES,soprema sourges,"['soprema', 'sourges']"
14470,Soremar,soremar,['soremar']
27829,Sorensen Greenhouses Inc.,sorensen greenhouses,"['sorensen', 'greenhouses']"
21341,Sorna International,sorna international,"['sorna', 'international']"
6050,Sorna Internationl,sorna internationl,"['sorna', 'internationl']"
7077,Sotby Transportation Inc.,sotby transportation,"['sotby', 'transportation']"
9580,Sotex Inc.,sotex,['sotex']
17009,Sotrafer Sprl,sotrafer sprl,"['sotrafer', 'sprl']"
61854,Soucy Baron Inc.,soucy baron,"['soucy', 'baron']"
12354,Soucy Techno Inc.,soucy techno,"['soucy', 'techno']"
372,Soudal N.V.,soudal,['soudal']
1970,Soudal Brasil Industria & Comercio De Produtos Quimicos Ltda,soudal brasil industria comercio de produtos quimicos ltda,"['soudal', 'brasil', 'industria', 'comercio', 'de', 'produtos', 'quimicos', 'ltda']"
2047,Soudal NV,soudal nv,"['soudal', 'nv']"
382209,SOUDAL NV BY,soudal nv by,"['soudal', 'nv', 'by']"
58181,Souhrada Mfg. Inc.,souhrada,['souhrada']
10473,Sound Land Trading And Services.W.L,sound land trading and,"['sound', 'land', 'trading', 'and']"
16195,Sound Merch Bmg (Neutral),sound merch bmg,"['sound', 'merch', 'bmg']"
1826,Sound Sleep Products,sound sleep products,"['sound', 'sleep', 'products']"
104625,Sourceone Natursutten,sourceone natursutten,"['sourceone', 'natursutten']"
1849,South Asia Textile Industries Lanka,south asia textile industries lanka,"['south', 'asia', 'textile', 'industries', 'lanka']"
11929,South Bay Clams,south bay clams,"['south', 'bay', 'clams']"
17667,South Bay International Inc.,south bay international,"['south', 'bay', 'international']"
44247,South Bay Youth Rugby,south bay youth rugby,"['south', 'bay', 'youth', 'rugby']"
1850,South Cargo Do Brasil Transportes Internacionais Ltda,south cargo do brasil transportes internacionais ltda,"['south', 'cargo', 'do', 'brasil', 'transportes', 'internacionais', 'ltda']"
1426,South Cargo Sa,south cargo sa,"['south', 'cargo', 'sa']"
261633,"South China Tire&Rubber Co.,LTD.",south china tirerubber,"['south', 'china', 'tirerubber']"
1426,"South Convergence Technology Development (Shenzhen) Co., Ltd.",south convergence technology development,"['south', 'convergence', 'technology', 'development']"
12304,South Darwin Rugby Club,south darwin rugby club,"['south', 'darwin', 'rugby', 'club']"
43504,"South East Textile Co., Ltd.",south east textile,"['south', 'east', 'textile']"
37361,South East World Wide Ltd.,south east world wide,"['south', 'east', 'world', 'wide']"
8905,South Service Trading Sa,south service trading sa,"['south', 'service', 'trading', 'sa']"
7442,South Shenzhen The Green Jade Passes The Trade Ltd. Co.,south shenzhen the green jade passes the trade,"['south', 'shenzhen', 'the', 'green', 'jade', 'passes', 'the', 'trade']"
54493,South State Bedding Co.,south state bedding,"['south', 'state', 'bedding']"
415617,"Southeast Aerospace, Inc.",southeast aerospace,"['southeast', 'aerospace']"
11677,Southeast Bank Ltd.,southeast bank,"['southeast', 'bank']"
45702,Southern Glazers W&S Of Denver,southern glazers ws of denver,"['southern', 'glazers', 'ws', 'of', 'denver']"
678,Southern Glazer's W&S Of Texas,southern glazers ws of texas,"['southern', 'glazers', 'ws', 'of', 'texas']"
43325,Southern Glove Mfg. Co. Inc.,southern glove,"['southern', 'glove']"
79239,Southern Range Nyanza Ltd.,southern range nyanza,"['southern', 'range', 'nyanza']"
468261,Southern Rubber Industry Joint Stock Company,southern rubber industry joint stock company,"['southern', 'rubber', 'industry', 'joint', 'stock', 'company']"
42810,Southern Spars International,southern spars international,"['southern', 'spars', 'international']"
7862,Southern Star Saddlery (Aus),southern star saddlery,"['southern', 'star', 'saddlery']"
13978,Southern Wine & Spirits,southern wine spirits,"['southern', 'wine', 'spirits']"
2055,Southland Polymers,southland polymers,"['southland', 'polymers']"
22887,"Southland Resources Co., Ltd.",southland resources,"['southland', 'resources']"
15261,Southland Rubber Inc. 620 N.Tejon,southland rubber,"['southland', 'rubber']"
15038,Southland Rubber Inc. 620 N Tejon St,southland rubber tejon st,"['southland', 'rubber', 'tejon', 'st']"
77306,Southwest Fabricators S De R.L. De C.V.,southwest fabricators de de,"['southwest', 'fabricators', 'de', 'de']"
2038,Southwest Manufacturas De Mexico S De Rl De Cv,southwest manufacturas de mexico de rl de cv,"['southwest', 'manufacturas', 'de', 'mexico', 'de', 'rl', 'de', 'cv']"
711,"Southwest Rubber & Supply Co., Inc.",southwest rubber supply,"['southwest', 'rubber', 'supply']"
12087,Sovere De Mexico S.A. De C.V.,sovere de mexico de,"['sovere', 'de', 'mexico', 'de']"
39467,Sovereign International Inc.,sovereign international,"['sovereign', 'international']"
22577,Sovereign Press,sovereign press,"['sovereign', 'press']"
4553,Sp Electronic Commerce Inc.,sp electronic commerce,"['sp', 'electronic', 'commerce']"
35193,Sp Recubrimientos S.A. De C.V.,sp recubrimientos de,"['sp', 'recubrimientos', 'de']"
86693, SO.F.TER. SPA,spa,['spa']
10366,Spa Gloviz,spa gloviz,"['spa', 'gloviz']"
1900,Space4 U Tomasz Plenkowski,space tomasz plenkowski,"['space', 'tomasz', 'plenkowski']"
8207,"Sparite Precision Injection (Shenzhen) Co., Ltd.",sparite precision injection,"['sparite', 'precision', 'injection']"
646,Sparkasse Dortmund,sparkasse dortmund,"['sparkasse', 'dortmund']"
5965,Sparkasse Holstein,sparkasse holstein,"['sparkasse', 'holstein']"
63316,Sparkasse Krefeld,sparkasse krefeld,"['sparkasse', 'krefeld']"
28988,Sparkasse Krefeld Bank,sparkasse krefeld bank,"['sparkasse', 'krefeld', 'bank']"
646,Sparkasse Niederbayern Mitte,sparkasse niederbayern mitte,"['sparkasse', 'niederbayern', 'mitte']"
30114,Sparkasse Passau,sparkasse passau,"['sparkasse', 'passau']"
27912,Sparkle Investments Ltd.,sparkle investments,"['sparkle', 'investments']"
11908,Sparta Glass Private Ltd.,sparta glass private,"['sparta', 'glass', 'private']"
5613,Spartan Sporting Goods (Pty) Ltd.,spartan sporting goods,"['spartan', 'sporting', 'goods']"
152,Sparton Enterprises Inc.,sparton enterprises,"['sparton', 'enterprises']"
4092,Sparx Logistics Usa,sparx logistics usa,"['sparx', 'logistics', 'usa']"
158433,SPC Europe Limited,spc europe limited,"['spc', 'europe', 'limited']"
94885,SPC Spain ,spc spain,"['spc', 'spain']"
7034,Spc Uk,spc uk,"['spc', 'uk']"
94885,SPC-JEVSA SLU,spc-jevsa slu,"['spc-jevsa', 'slu']"
12325,Speare Pet Private Ltd.,speare pet private,"['speare', 'pet', 'private']"
10345,"Speb Adhesives Pvt., Ltd.",speb adhesives,"['speb', 'adhesives']"
1815,"Special To The Life Saving Equipment Maintenance Services (Shanghai) Co., Ltd.",special to the life saving equipment maintenance services,"['special', 'to', 'the', 'life', 'saving', 'equipment', 'maintenance', 'services']"
4017,"Special Trade Co., Ltd.",special trade,"['special', 'trade']"
1668,Specialities Construction Chemicals,specialities construction chemicals,"['specialities', 'construction', 'chemicals']"
312,"Speciality Con. Chemicals Pvt., Ltd.",speciality chemicals,"['speciality', 'chemicals']"
16139,"Speciality Construction Chemicals Pvt., Ltd.",speciality construction chemicals,"['speciality', 'construction', 'chemicals']"
5534,Speciality Processing Llc,speciality processing llc,"['speciality', 'processing', 'llc']"
15681,Speciality Pulp And Paper Ltd.,speciality pulp and paper,"['speciality', 'pulp', 'and', 'paper']"
62123,Speciality Steel Uk Ltd.,speciality steel uk,"['speciality', 'steel', 'uk']"
746,"Speciality Urethanes Pvt., Ltd.",speciality urethanes,"['speciality', 'urethanes']"
9644,Specialty Commodities Inc.,specialty commodities,"['specialty', 'commodities']"
10789,Specialty Fashion Group,specialty fashion,"['specialty', 'fashion']"
340,Specialty Packaging Inc.,specialty packaging,"['specialty', 'packaging']"
7325,"Specialty Polyfilms (India) Pvt., Ltd.",specialty polyfilms,"['specialty', 'polyfilms']"
19595,Spectra Contract Flooring,spectra contract flooring,"['spectra', 'contract', 'flooring']"
63643,Spectra Fze,spectra fze,"['spectra', 'fze']"
3517,Spectrum Chemicals,spectrum chemicals,"['spectrum', 'chemicals']"
2201,Spectrum Industrial (Shenzhen) Co. Ltd.,spectrum industrial,"['spectrum', 'industrial']"
21662,Speculative Product,speculative product,"['speculative', 'product']"
9040,Spedition K.H.Dietrich,spedition,['spedition']
2671,Speed (Private) Ltd.,speed,['speed']
15983,Speed Global Services,speed global services,"['speed', 'global', 'services']"
935,Speed One Sports,speed one sports,"['speed', 'one', 'sports']"
79,Speed Power And Stability Systems,speed power and stability systems,"['speed', 'power', 'and', 'stability', 'systems']"
8579,Speedier Shipping Inc.,speedier shipping,"['speedier', 'shipping']"
1755,Speedmark Transportation Inc.,speedmark transportation,"['speedmark', 'transportation']"
50665,Speedways Rubber Co.,speedways rubber,"['speedways', 'rubber']"
61936,Speedways Tyre Ltd.,speedways tyre,"['speedways', 'tyre']"
283,Speedy Air Cargo,speedy air cargo,"['speedy', 'air', 'cargo']"
197272,Spektrum,spektrum,['spektrum']
180,Sperian Hearing Protection De Mexico S.A. De C.V.,sperian hearing protection de mexico de,"['sperian', 'hearing', 'protection', 'de', 'mexico', 'de']"
6080,Sperry Plast,sperry plast,"['sperry', 'plast']"
3388,Spezial Gummiprodukte Gmb H,spezial gummiprodukte gmb,"['spezial', 'gummiprodukte', 'gmb']"
8106,Spic General Trading Co. Llc,spic general trading llc,"['spic', 'general', 'trading', 'llc']"
12515,Spice Up Entertainment Llc,spice up entertainment llc,"['spice', 'up', 'entertainment', 'llc']"
1133,Spicejet Ltd.,spicejet,['spicejet']
36514,Spike Brewing Llc,spike brewing llc,"['spike', 'brewing', 'llc']"
608,Spin Knit Ltd.,spin knit,"['spin', 'knit']"
19827,Spinners & Spinners Ltd.,spinners spinners,"['spinners', 'spinners']"
11085,"S.R. Spinning Co., Ltd.",spinning,['spinning']
29950,R. N. Spinning Mills Ltd.,spinning mills,"['spinning', 'mills']"
7736,Spinning & Weaving Selk Baf Co.,spinning weaving selk baf,"['spinning', 'weaving', 'selk', 'baf']"
18615,Spintex Swaziland (Pty) Ltd.,spintex swaziland,"['spintex', 'swaziland']"
43902,Spira Power Gasket Mfg.,spira power gasket,"['spira', 'power', 'gasket']"
5417,Spirax Sarco Inc. 1150 Northpoint,spirax sarco northpoint,"['spirax', 'sarco', 'northpoint']"
1731,Spiro Hoses India Private Ltd.,spiro hoses india private,"['spiro', 'hoses', 'india', 'private']"
543,Spirol Mexico Sa De Cv,spirol mexico sa de cv,"['spirol', 'mexico', 'sa', 'de', 'cv']"
10130,"Splendid Royal Trading Co., Ltd.",splendid royal trading,"['splendid', 'royal', 'trading']"
4093,"Sponge Furniture Co., Ltd., Dongguan Wei Bing",sponge furniture dongguan wei bing,"['sponge', 'furniture', 'dongguan', 'wei', 'bing']"
92640,Spor Dunyasi Dis Tic A.S,spor dunyasi dis tic,"['spor', 'dunyasi', 'dis', 'tic']"
26938,Sport And Recreation Department,sport and recreation department,"['sport', 'and', 'recreation', 'department']"
203064,Sport Business Srl .,sport business srl,"['sport', 'business', 'srl']"
7424,Sport Cesped Sa,sport cesped sa,"['sport', 'cesped', 'sa']"
3577,Sport4 Kids,sport kids,"['sport', 'kids']"
7419,Sport Masters Peru Sociedad Anonima Cerr,sport masters peru sociedad anonima cerr,"['sport', 'masters', 'peru', 'sociedad', 'anonima', 'cerr']"
15895,Sport Passion,sport passion,"['sport', 'passion']"
9723,Sport Saller,sport saller,"['sport', 'saller']"
244,Sport Vision D.O.O.,sport vision,"['sport', 'vision']"
15685,Sport Vision Doo,sport vision doo,"['sport', 'vision', 'doo']"
269,"Sportec Lanka Pvt., Ltd.",sportec lanka,"['sportec', 'lanka']"
12091,Sportech Ltd.,sportech,['sportech']
41950,Sporting Goods Specialists Ltd.,sporting goods specialists,"['sporting', 'goods', 'specialists']"
13530,Sportmart Group,sportmart,['sportmart']
57876,Sportmaster Ltd.,sportmaster,['sportmaster']
1462,S.C. Sports,sports,['sports']
5064,Sports And Leisure Apparel Ltd.,sports and leisure apparel,"['sports', 'and', 'leisure', 'apparel']"
11859,Sports Brands,sports brands,"['sports', 'brands']"
15328,"Sports Club Co., Ltd.",sports club,"['sports', 'club']"
9252,Sports Co Passion Macron Store,sports co passion macron store,"['sports', 'co', 'passion', 'macron', 'store']"
5619,Sports Corner,sports corner,"['sports', 'corner']"
12303,Sports Facilities Co.Pvt. Ltd.,sports facilities,"['sports', 'facilities']"
3773,"Sports Goods Co., Ltd., Dongguan Lu Yu",sports goods dongguan lu yu,"['sports', 'goods', 'dongguan', 'lu', 'yu']"
791,"Sports Goods Co., Ltd. Guangzhou Jia Peng",sports goods guangzhou jia peng,"['sports', 'goods', 'guangzhou', 'jia', 'peng']"
6068,G.Knight Sports Goods P/L,sports goods pl,"['sports', 'goods', 'pl']"
16620,"Sports Goods Co., Ltd. Yangzhou Powereasy",sports goods yangzhou powereasy,"['sports', 'goods', 'yangzhou', 'powereasy']"
19346,Sports Kaboom C/O Shourya Chawd,sports kaboom co shourya chawd,"['sports', 'kaboom', 'co', 'shourya', 'chawd']"
12860,Sport's Life 2002 C.A.,sports life,"['sports', 'life']"
32600,Sports Merchandising Irland Ltd.,sports merchandising irland,"['sports', 'merchandising', 'irland']"
397,Sports Odessa Canada Inc.,sports odessa canada,"['sports', 'odessa', 'canada']"
4549,Sports Products Of America Llc,sports products of america llc,"['sports', 'products', 'of', 'america', 'llc']"
1366,Sports Direct.Com Retail Ltd.,sports retail,"['sports', 'retail']"
58673,I Sports Sports Gar Trd,sports sports gar trd,"['sports', 'sports', 'gar', 'trd']"
26339,Sports Store,sports store,"['sports', 'store']"
11898,Sports World,sports world,"['sports', 'world']"
92131,Sportsfactory Consulting Ltd.,sportsfactory consulting,"['sportsfactory', 'consulting']"
281,Sportstop S.A.,sportstop,['sportstop']
17764,Sportsworld Fiji,sportsworld fiji,"['sportsworld', 'fiji']"
90171,Sportwork U.K.,sportwork,['sportwork']
5080,Sportworx 2012 Ltd.,sportworx,['sportworx']
7233,"Spring Collection Shanghai Co., Ltd.",spring collection shanghai,"['spring', 'collection', 'shanghai']"
15720,Springfield Wire De Mexico,springfield wire de mexico,"['springfield', 'wire', 'de', 'mexico']"
21021,Springs Global Us Inc.,springs global us,"['springs', 'global', 'us']"
40525,Springs Window Fashions De Tijuana,springs window fashions de tijuana,"['springs', 'window', 'fashions', 'de', 'tijuana']"
194045,Sps Dorsing Seeds Inc.,sps dorsing seeds,"['sps', 'dorsing', 'seeds']"
7497,Spt Distribution,spt distribution,"['spt', 'distribution']"
6093,Spurway Enterprises,spurway enterprises,"['spurway', 'enterprises']"
9089,Spurway International Marketing Corporation,spurway international marketing,"['spurway', 'international', 'marketing']"
25025,Square Power International,square power international,"['square', 'power', 'international']"
16977,T.L. Squire & Co. Inc.,squire,['squire']
103298,S&R Agency Llc,sr agency llc,"['sr', 'agency', 'llc']"
4147,Sr Green Products,sr green products,"['sr', 'green', 'products']"
16946,"Sr Tyres Co., Ltd.",sr tyres,"['sr', 'tyres']"
1896,Srb Quimicos S.A De C.V.,srb quimicos de,"['srb', 'quimicos', 'de']"
4196,Sree Sai Karthik Enterprises,sree sai karthik enterprises,"['sree', 'sai', 'karthik', 'enterprises']"
167,Sree Sree Rubbers & Polymers Private Ltd.,sree sree rubbers polymers private,"['sree', 'sree', 'rubbers', 'polymers', 'private']"
130,Srf Ltd.,srf,['srf']
280,Srf Industries (Thailand) Ltd.,srf industries,"['srf', 'industries']"
21397,Sri Lakshmi Associates,sri lakshmi associates,"['sri', 'lakshmi', 'associates']"
14830,Sri Lanka Army,sri lanka army,"['sri', 'lanka', 'army']"
360,Sri Lanka Rugby Football Union,sri lanka rugby football union,"['sri', 'lanka', 'rugby', 'football', 'union']"
9227,Sri Madura Rubber,sri madura rubber,"['sri', 'madura', 'rubber']"
91077,Sri Raghupati Jute Mills Ltd.,sri raghupati jute mills,"['sri', 'raghupati', 'jute', 'mills']"
4538,Sri Venkateshwara Polymers,sri venkateshwara polymers,"['sri', 'venkateshwara', 'polymers']"
4259,"Sridhar Engineering And Rubber Products Pvt., Ltd.",sridhar engineering and rubber products,"['sridhar', 'engineering', 'and', 'rubber', 'products']"
2316,Sripath Technologies Llc,sripath technologies llc,"['sripath', 'technologies', 'llc']"
180,Pin.Up Srl,srl,['srl']
55076,Srl Georgian Flair,srl georgian flair,"['srl', 'georgian', 'flair']"
2501,Srp Synthetic Rubber Products Private Ltd.,srp synthetic rubber products private,"['srp', 'synthetic', 'rubber', 'products', 'private']"
652,Ss Trade Inc.,ss trade,"['ss', 'trade']"
12005,Ssc Consolidation N.V.,ssc consolidation,"['ssc', 'consolidation']"
18677,Ssdn East Africa Ltd.,ssdn east africa,"['ssdn', 'east', 'africa']"
5987,Ssi Ocean Services Inc.,ssi ocean services,"['ssi', 'ocean', 'services']"
9397,"Ssipl Lifestyle Pvt., Ltd.",ssipl lifestyle,"['ssipl', 'lifestyle']"
22538,Ssipl Retail Ltd.,ssipl retail,"['ssipl', 'retail']"
7216,Ssl Consolidation Service Sa,ssl consolidation service sa,"['ssl', 'consolidation', 'service', 'sa']"
12141,Ssl Consolidation Service Sac,ssl consolidation service sac,"['ssl', 'consolidation', 'service', 'sac']"
15601,"Sspl Polymers Pvt., Ltd.",sspl polymers,"['sspl', 'polymers']"
10681,"Sss Rubber (Dalian) Co., Ltd.",sss rubber,"['sss', 'rubber']"
31429,21 St Century Textiles Ltd.,st century textiles,"['st', 'century', 'textiles']"
7320,St Joseph's College,st josephs college,"['st', 'josephs', 'college']"
108830,St Kass Nigeria Ltd.,st kass nigeria,"['st', 'kass', 'nigeria']"
27451,St Louis Metro,st louis metro,"['st', 'louis', 'metro']"
2792,St Microelectronics,st microelectronics,"['st', 'microelectronics']"
193661,1 St Notify Party,st notify party,"['st', 'notify', 'party']"
57010,1 St World Medical Supplies Solution Inc.,st world medical supplies solution,"['st', 'world', 'medical', 'supplies', 'solution']"
6894,Stabilo Usa,stabilo usa,"['stabilo', 'usa']"
6136,Stadium Source Sa,stadium source sa,"['stadium', 'source', 'sa']"
2271,"Staff Service Road Trading (Shenzhen) Co., Ltd.",staff service road trading,"['staff', 'service', 'road', 'trading']"
10030,Stafford Textiles Ltd.,stafford textiles,"['stafford', 'textiles']"
7908,Stahl Brasil Sa,stahl brasil sa,"['stahl', 'brasil', 'sa']"
11395,Ltd. Stall,stall,['stall']
197,Stall No C2 101 3 (Reds Imp. & Exp. ),stall no,"['stall', 'no']"
79,Stalori S A,stalori,['stalori']
1998,Stalori Sa,stalori sa,"['stalori', 'sa']"
26936,"Stand21 Exp. India Pvt., Ltd.",stand india,"['stand', 'india']"
7937,Standard Bank,standard bank,"['standard', 'bank']"
30250,Standard Chartered Bank,standard chartered bank,"['standard', 'chartered', 'bank']"
22966,Standard Furniture Mfg.,standard furniture,"['standard', 'furniture']"
25102,Standard Profil Mexico S.A. De C.V.,standard profil mexico de,"['standard', 'profil', 'mexico', 'de']"
19507,Standard Profil Otomotiv,standard profil otomotiv,"['standard', 'profil', 'otomotiv']"
32080,Standard Spinning Mills (Pvt) . Ltd.,standard spinning mills,"['standard', 'spinning', 'mills']"
16451,Standerton Mills,standerton mills,"['standerton', 'mills']"
15582,Stang Precision Inc.,stang precision,"['stang', 'precision']"
13305,Stanley Black & Decker India Private Ltd.,stanley black decker india private,"['stanley', 'black', 'decker', 'india', 'private']"
13318,"Stanley Engineered Fastening India Pvt., Ltd.",stanley engineered fastening india,"['stanley', 'engineered', 'fastening', 'india']"
1485,Stansfeld Scott Inc.,stansfeld scott,"['stansfeld', 'scott']"
9312,Stanton S. A. S.,stanton,['stanton']
9630,Stanton & Compania Sa,stanton compania sa,"['stanton', 'compania', 'sa']"
51662,Star Adhesives Ltd.,star adhesives,"['star', 'adhesives']"
4114,Star Asia International,star asia international,"['star', 'asia', 'international']"
20460,M B P Star Corp,star corp,"['star', 'corp']"
13307,Star Decals India Private Ltd.,star decals india private,"['star', 'decals', 'india', 'private']"
1571,Star One Distributors Ltd.,star one distributors,"['star', 'one', 'distributors']"
10971,Star Pipe Products Houston,star pipe products houston,"['star', 'pipe', 'products', 'houston']"
25217,Star Pipe Products Kansas,star pipe products kansas,"['star', 'pipe', 'products', 'kansas']"
449,Star Pipe Products Richmond,star pipe products richmond,"['star', 'pipe', 'products', 'richmond']"
23096,Star Plastic Industry.,star plastic,"['star', 'plastic']"
5016,"Star Square Furniture (Shanghai) Co., Ltd.",star square furniture,"['star', 'square', 'furniture']"
2591,Star Textile Processing Industries,star textile processing industries,"['star', 'textile', 'processing', 'industries']"
12035,Starbucks Coffee Co.,starbucks coffee,"['starbucks', 'coffee']"
5860,Starco Internation Co.,starco internation,"['starco', 'internation']"
6145,Starco Lanka (Pvt) Ltd.,starco lanka,"['starco', 'lanka']"
3858,Stark Trading And Machinery Co. W.L,stark trading and machinery,"['stark', 'trading', 'and', 'machinery']"
4518,Starke International,starke international,"['starke', 'international']"
893,Starkist,starkist,['starkist']
65278,Starkist Samoa Co.,starkist samoa,"['starkist', 'samoa']"
14764,Starlink Freight System (Sfo) Inc.,starlink freight system,"['starlink', 'freight', 'system']"
25504,Starmac Inc.,starmac,['starmac']
51934,Starstone Underwriting Australia Pt,starstone underwriting australia pt,"['starstone', 'underwriting', 'australia', 'pt']"
261,Starworth Infrastructure And Construction Ltd.,starworth infrastructure and construction,"['starworth', 'infrastructure', 'and', 'construction']"
10636,State Bank Of India,state bank of india,"['state', 'bank', 'of', 'india']"
11426,Statera S.A.C.,statera,['statera']
47037,4 States Trucks Inc.,states trucks,"['states', 'trucks']"
14702,Stb Bank,stb bank,"['stb', 'bank']"
891,"Std & D Co., Ltd.",std,['std']
40672,Ste Biso Na Biso Sarl,ste biso na biso sarl,"['ste', 'biso', 'na', 'biso', 'sarl']"
2947,STE GYMAP,ste gymap,"['ste', 'gymap']"
39413,Steelcore Management Services Llc,steelcore management services llc,"['steelcore', 'management', 'services', 'llc']"
95896,J. Steer & Co 1227 N 4 Th,steer co th,"['steer', 'co', 'th']"
13772,Stefanie Inc.,stefanie,['stefanie']
30315,Steinbock Gmb H,steinbock gmb,"['steinbock', 'gmb']"
22303,Steinert Us,steinert us,"['steinert', 'us']"
10838,Stellar Uniforms,stellar uniforms,"['stellar', 'uniforms']"
805,Stemaco,stemaco,['stemaco']
46196,Stemaco % Akrotex Warehouse,stemaco akrotex warehouse,"['stemaco', 'akrotex', 'warehouse']"
17445,Stemaco Port Norfolk Commodity,stemaco port norfolk commodity,"['stemaco', 'port', 'norfolk', 'commodity']"
16332,Stemaco Usa Inc.,stemaco usa,"['stemaco', 'usa']"
4880,Steps Trading,steps trading,"['steps', 'trading']"
10479,Steri Shield Products,steri shield products,"['steri', 'shield', 'products']"
84637,Stericycle Inc.,stericycle,['stericycle']
9066,Steris Mexico S. De R.L. De C.V.,steris mexico de de,"['steris', 'mexico', 'de', 'de']"
1558,Sterling Abrasives Ltd.,sterling abrasives,"['sterling', 'abrasives']"
149228,Sterling Germany E.K.,sterling germany,"['sterling', 'germany']"
37786,Sterling & Wilson Private Ltd.,sterling wilson private,"['sterling', 'wilson', 'private']"
2998,I. Stern And Co. Inc.,stern and,"['stern', 'and']"
32075,I. Stern Co. Inc. De,stern de,"['stern', 'de']"
21945,M4 Steve Madden Ltd.,steve madden,"['steve', 'madden']"
15021,Steve Madden Canada,steve madden canada,"['steve', 'madden', 'canada']"
23901,Steve Madden Europe Bv,steve madden europe bv,"['steve', 'madden', 'europe', 'bv']"
37435,Steve Madden Retail Inc.,steve madden retail,"['steve', 'madden', 'retail']"
69359,Steve Madden South Africa (Pty) ) Ltd.,steve madden south africa,"['steve', 'madden', 'south', 'africa']"
359,"Stewart International Trading Co., Ltd. Qingdao Star",stewart international trading qingdao star,"['stewart', 'international', 'trading', 'qingdao', 'star']"
3488,Sti Sanoh India Private Ltd.,sti sanoh india private,"['sti', 'sanoh', 'india', 'private']"
102427,Stigall Sales Inc.,stigall sales,"['stigall', 'sales']"
20837,Stitchline Trading Llc,stitchline trading llc,"['stitchline', 'trading', 'llc']"
29245,Stm Sport Mancha Muman Sas,stm sport mancha muman sas,"['stm', 'sport', 'mancha', 'muman', 'sas']"
61,Sto Corp,sto corp,"['sto', 'corp']"
2849,Stockholms Plat & Gummiperfore,stockholms plat gummiperfore,"['stockholms', 'plat', 'gummiperfore']"
3683,Stockholms Plat & Gummiperforering,stockholms plat gummiperforering,"['stockholms', 'plat', 'gummiperforering']"
28474,Stockroom Com,stockroom com,"['stockroom', 'com']"
186418,"Stockwell Elastomerics, Inc.",stockwell elastomerics,"['stockwell', 'elastomerics']"
15698,Stokes Ski,stokes ski,"['stokes', 'ski']"
154180,Stolt Nielsen,stolt nielsen,"['stolt', 'nielsen']"
11285,"Stolt Nielsen Singapore Pte., Ltd.",stolt nielsen singapore,"['stolt', 'nielsen', 'singapore']"
15561,Stolt Nielsen Usa Inc.,stolt nielsen usa,"['stolt', 'nielsen', 'usa']"
951,Stolt Tank Containers,stolt tank containers,"['stolt', 'tank', 'containers']"
14777,Stolt Tank Containers B.V. By Stolt Nielsen Usa Inc.,stolt tank containers by stolt nielsen usa,"['stolt', 'tank', 'containers', 'by', 'stolt', 'nielsen', 'usa']"
22528,W.M. Stone,stone,['stone']
10607,Stone Management Inc.,stone management,"['stone', 'management']"
19942,Stoneridge Asia Pacific Electronics,stoneridge asia pacific electronics,"['stoneridge', 'asia', 'pacific', 'electronics']"
4372,Stora Enso North American Sales,stora enso north american sales,"['stora', 'enso', 'north', 'american', 'sales']"
4520,"Storage And Transportation Co., Ltd. Qingdao Felsted",storage and transportation qingdao felsted,"['storage', 'and', 'transportation', 'qingdao', 'felsted']"
4796,Stowe Woodward Mexico Sa De Cv,stowe woodward mexico sa de cv,"['stowe', 'woodward', 'mexico', 'sa', 'de', 'cv']"
66,Stp Ltd.,stp,['stp']
